name,stars,numReviews,cuisine,priceRange,Url
Piccolo Paradiso,4.5,323,"Italian, Mediterranean",Medium,https://www.tripadvisor.com/Restaurant_Review-g32070-d348141-Reviews-Piccolo_Paradiso-Beverly_Hills_California.html
The Smoke House,4,711,Steakhouse,Medium,https://www.tripadvisor.com/Restaurant_Review-g32123-d1974730-Reviews-The_Smoke_House-Burbank_California.html
James Beach,4,260,"American, Bar",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d350182-Reviews-James_Beach-Los_Angeles_California.html
Happy Diner,4.5,94,"American, Diner",Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d2392319-Reviews-Happy_Diner-Los_Angeles_California.html
Green Onion,4.5,112,"Mexican, Latin",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d1604273-Reviews-Green_Onion-Los_Angeles_California.html
TART,4,220,American,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d614018-Reviews-TART-Los_Angeles_California.html
True Food Kitchen,4.5,141,"American, Healthy",Medium,https://www.tripadvisor.com/Restaurant_Review-g32859-d10840779-Reviews-True_Food_Kitchen-Pasadena_California.html
Jino's Pars - Persian restaurant,4.5,140,"Middle Eastern, Persian",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d4461685-Reviews-Jino_s_Pars_Persian_restaurant-Los_Angeles_California.html
Carney's,4.5,162,"American, Fast Food",Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d818632-Reviews-Carney_s-Los_Angeles_California.html
Daikokuya Ramen,4.5,86,"Japanese, Asian",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d8761249-Reviews-Daikokuya_Ramen-Los_Angeles_California.html
Hae Jang Chon Korean BBQ Restaurant,4.5,111,"Barbecue, Asian",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d2048703-Reviews-Hae_Jang_Chon_Korean_BBQ_Restaurant-Los_Angeles_California.html
Osteria La Buca,4,191,"Italian, Pizza",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d480999-Reviews-Osteria_La_Buca-Los_Angeles_California.html
Manuela,4.5,104,American,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d11757266-Reviews-Manuela-Los_Angeles_California.html
Trastevere Ristorante Italiano,4,561,"Italian, Pizza",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d6590480-Reviews-Trastevere_Ristorante_Italiano-Los_Angeles_California.html
Nick + Stef's Steakhouse,4,220,"American, Steakhouse",High,https://www.tripadvisor.com/Restaurant_Review-g32655-d364770-Reviews-Nick_Stef_s_Steakhouse-Los_Angeles_California.html
Quarters,4.5,134,"Barbecue, Asian",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d8511070-Reviews-Quarters-Los_Angeles_California.html
Kreation Kafe,4,148,Healthy,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d4914373-Reviews-Kreation_Kafe-Los_Angeles_California.html
Koi Restaurant,4,294,"Japanese, Sushi",High,https://www.tripadvisor.com/Restaurant_Review-g33252-d350231-Reviews-Koi_Restaurant-West_Hollywood_California.html
Sol y Luna,4.5,130,"Mexican, Latin",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d1008300-Reviews-Sol_y_Luna-Los_Angeles_California.html
El Cholo Restaurant,4,322,"Mexican, Latin",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d364791-Reviews-El_Cholo_Restaurant-Los_Angeles_California.html
Broken Spanish,4.5,147,"Mexican, Latin",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d9792897-Reviews-Broken_Spanish-Los_Angeles_California.html
Beachwood Cafe,4.5,142,"American, Cafe",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d3181790-Reviews-Beachwood_Cafe-Los_Angeles_California.html
WP24,4,303,"Chinese, Asian",High,https://www.tripadvisor.com/Restaurant_Review-g32655-d1819791-Reviews-WP24-Los_Angeles_California.html
Sage Plant Based Bistro & Brewery,4.5,136,American,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d14170709-Reviews-Sage_Plant_Based_Bistro_Brewery-Los_Angeles_California.html
Border Grill Downtown LA,4,299,"Mexican, Southwestern",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d2012085-Reviews-Border_Grill_Downtown_LA-Los_Angeles_California.html
Spago Beverly Hills,4.5,1495,"American, Fusion",High,https://www.tripadvisor.com/Restaurant_Review-g32070-d348075-Reviews-Spago_Beverly_Hills-Beverly_Hills_California.html
Whole Foods Market,4.5,88,American,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d10177638-Reviews-Whole_Foods_Market-Los_Angeles_California.html
Don Cuco,4.5,416,"Mexican, Southwestern",Medium,https://www.tripadvisor.com/Restaurant_Review-g32123-d364896-Reviews-Don_Cuco-Burbank_California.html
Ramen Tatsunoya,4.5,76,"Japanese, Asian",Cheap,https://www.tripadvisor.com/Restaurant_Review-g32859-d9609308-Reviews-Ramen_Tatsunoya-Pasadena_California.html
N.10 Restaurant,4.5,109,"Italian, Mediterranean",High,https://www.tripadvisor.com/Restaurant_Review-g32655-d14227020-Reviews-N_10_Restaurant-Los_Angeles_California.html
SunCafe Organic,4.5,105,"American, Healthy",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d1500700-Reviews-SunCafe_Organic-Los_Angeles_California.html
Soowon Galbi,4.5,78,"Barbecue, Asian",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d681346-Reviews-Soowon_Galbi-Los_Angeles_California.html
Te'Kila,4.5,145,"Mexican, Bar",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d1997666-Reviews-Te_Kila-Los_Angeles_California.html
Shiro,4.5,108,"Seafood, Fusion",High,https://www.tripadvisor.com/Restaurant_Review-g33115-d344293-Reviews-Shiro-South_Pasadena_California.html
Denny's,4,746,"American, Diner",Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d533733-Reviews-Denny_s-Los_Angeles_California.html
Little Dom's,4,189,Italian,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d1012130-Reviews-Little_Dom_s-Los_Angeles_California.html
Bea Bea's,4.5,407,"American, Cafe",Medium,https://www.tripadvisor.com/Restaurant_Review-g32123-d2437016-Reviews-Bea_Bea_s-Burbank_California.html
Stout burgers and beers,4.5,123,"American, Bar",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d3397847-Reviews-Stout_burgers_and_beers-Los_Angeles_California.html
Running Goose,4.5,98,American,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d10044491-Reviews-Running_Goose-Los_Angeles_California.html
Caffe Pinguini,4.5,104,"Italian, European",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d469179-Reviews-Caffe_Pinguini-Los_Angeles_California.html
The Serving Spoon Restaurant,4.5,133,American,Medium,https://www.tripadvisor.com/Restaurant_Review-g32525-d823432-Reviews-The_Serving_Spoon_Restaurant-Inglewood_California.html
Sidewalk Cafe,4,614,"American, Bar",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d350408-Reviews-Sidewalk_Cafe-Los_Angeles_California.html
"The Butcher, The Baker, The Cappuccino Maker",4.5,214,"American, Cafe",Medium,https://www.tripadvisor.com/Restaurant_Review-g33252-d12069774-Reviews-The_Butcher_The_Baker_The_Cappuccino_Maker-West_Hollywood_California.html
Il Fornaio,4,289,"Italian, Pizza",Medium,https://www.tripadvisor.com/Restaurant_Review-g32859-d343314-Reviews-Il_Fornaio-Pasadena_California.html
Il Pastaio,4.5,1051,Italian,Medium,https://www.tripadvisor.com/Restaurant_Review-g32070-d348077-Reviews-Il_Pastaio-Beverly_Hills_California.html
Wolfgang Puck Bar & Grill - LA Live,4,350,"American, Bar",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d1441398-Reviews-Wolfgang_Puck_Bar_Grill_LA_Live-Los_Angeles_California.html
Oomasa,4.5,123,"Japanese, Sushi",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d3211207-Reviews-Oomasa-Los_Angeles_California.html
Plan Check Kitchen & Bar,4.5,151,"American, Bar",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d2621898-Reviews-Plan_Check_Kitchen_Bar-Los_Angeles_California.html
Urth Caffe,4,299,"American, Cafe",Medium,https://www.tripadvisor.com/Restaurant_Review-g32859-d4833341-Reviews-Urth_Caffe-Pasadena_California.html
The Waffle,4,178,"American, Cafe",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d1015733-Reviews-The_Waffle-Los_Angeles_California.html
Charcoal Venice,4.5,147,"American, Steakhouse",High,https://www.tripadvisor.com/Restaurant_Review-g32655-d9553757-Reviews-Charcoal_Venice-Los_Angeles_California.html
Pokinometry,4.5,70,"Seafood, Fast Food",Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d10512168-Reviews-Pokinometry-Los_Angeles_California.html
The Bar at Hotel Bel-Air,4.5,109,Bar,High,https://www.tripadvisor.com/Restaurant_Review-g32655-d2657222-Reviews-The_Bar_at_Hotel_Bel_Air-Los_Angeles_California.html
Kings Road Cafe,4.5,147,"Cafe, American",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d350181-Reviews-Kings_Road_Cafe-Los_Angeles_California.html
Pine & Crane,4.5,96,"Asian, Taiwanese",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d6774543-Reviews-Pine_Crane-Los_Angeles_California.html
Taix French Country Cuisine,4.5,137,"French, European",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d2355945-Reviews-Taix_French_Country_Cuisine-Los_Angeles_California.html
little pine,4.5,93,"American, Healthy",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d9609304-Reviews-Little_pine-Los_Angeles_California.html
Granville,4.5,131,"Armenian, American",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d7098574-Reviews-Granville-Los_Angeles_California.html
The Tasting Kitchen,4,255,Italian,High,https://www.tripadvisor.com/Restaurant_Review-g32655-d1308455-Reviews-The_Tasting_Kitchen-Los_Angeles_California.html
Rex's Cafe,4.5,84,"American, Cafe",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d468437-Reviews-Rex_s_Cafe-Los_Angeles_California.html
Hugo's,4,191,"American, Fusion",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d357544-Reviews-Hugo_s-Los_Angeles_California.html
Urban Masala,4.5,143,"Indian, Fast Food",Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d3186635-Reviews-Urban_Masala-Los_Angeles_California.html
Pasta Sisters,4.5,66,Italian,Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d9879718-Reviews-Pasta_Sisters-Los_Angeles_California.html
Cheebo,4.5,138,"Italian, American",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d350505-Reviews-Cheebo-Los_Angeles_California.html
Olive & Thyme,4.5,154,"American, Cafe",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d2034040-Reviews-Olive_Thyme-Los_Angeles_California.html
Marugame Monzo,4.5,104,"Japanese, Asian",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d4019757-Reviews-Marugame_Monzo-Los_Angeles_California.html
Clifton's Republic,4,284,"American, Bar",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d375628-Reviews-Clifton_s_Republic-Los_Angeles_California.html
Pink Taco,4,246,"Mexican, Southwestern",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d3216487-Reviews-Pink_Taco-Los_Angeles_California.html
Patina Restaurant,4,198,"French, European",High,https://www.tripadvisor.com/Restaurant_Review-g32655-d364828-Reviews-Patina_Restaurant-Los_Angeles_California.html
Gladstones,3.5,821,"American, Seafood",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d1984478-Reviews-Gladstones-Los_Angeles_California.html
The Terrace at The Langham,4,305,American,Medium,https://www.tripadvisor.com/Restaurant_Review-g32859-d509373-Reviews-The_Terrace_at_The_Langham-Pasadena_California.html
Joe's Falafel,4.5,83,"Mediterranean, Middle Eastern",Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d2646963-Reviews-Joe_s_Falafel-Los_Angeles_California.html
Salsa & Beer,4.5,94,"Mexican, Latin",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d2252424-Reviews-Salsa_Beer-Los_Angeles_California.html
Zinc Cafe Market & Bar,4.5,111,"American, Cafe",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d7772742-Reviews-Zinc_Cafe_Market_Bar-Los_Angeles_California.html
LA Prime Steakhouse,4,255,"Steakhouse, American",High,https://www.tripadvisor.com/Restaurant_Review-g32655-d1315925-Reviews-LA_Prime_Steakhouse-Los_Angeles_California.html
Rao's,4.5,108,"Italian, Pizza",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d5302979-Reviews-Rao_s-Los_Angeles_California.html
Da Pasquale,4.5,297,"Italian, Pizza",Medium,https://www.tripadvisor.com/Restaurant_Review-g32070-d348180-Reviews-Da_Pasquale-Beverly_Hills_California.html
Sur Restaurant & Lounge,3.5,1016,American,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d1013627-Reviews-Sur_Restaurant_Lounge-Los_Angeles_California.html
The Cafe,4,179,"American, Cafe",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d4695101-Reviews-The_Cafe-Los_Angeles_California.html
Carousel Restaurant,4.5,160,"Lebanese, Mediterranean",Medium,https://www.tripadvisor.com/Restaurant_Review-g32431-d502582-Reviews-Carousel_Restaurant-Glendale_California.html
Mercado Los Angeles,4.5,145,"Mexican, Latin",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d5073411-Reviews-Mercado_Los_Angeles-Los_Angeles_California.html
Maude,4.5,123,,High,https://www.tripadvisor.com/Restaurant_Review-g32655-d6167167-Reviews-Maude-Los_Angeles_California.html
Nick's on South Lake Avenue,4.5,88,American,Medium,https://www.tripadvisor.com/Restaurant_Review-g32859-d12482322-Reviews-Nick_s_on_South_Lake_Avenue-Pasadena_California.html
Asanebo,4.5,85,"Japanese, Sushi",High,https://www.tripadvisor.com/Restaurant_Review-g32655-d357548-Reviews-Asanebo-Los_Angeles_California.html
Cliff's Edge,4,158,,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d798811-Reviews-Cliff_s_Edge-Los_Angeles_California.html
Brera Ristorante,4.5,93,"Italian, Steakhouse",High,https://www.tripadvisor.com/Restaurant_Review-g32655-d10147792-Reviews-Brera_Ristorante-Los_Angeles_California.html
Si Laa Thai,5,69,"Asian, Thai",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d491274-Reviews-Si_Laa_Thai-Los_Angeles_California.html
Plant Food and Wine,4.5,117,,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d8472126-Reviews-Plant_Food_and_Wine-Los_Angeles_California.html
Bistro 45,4.5,125,"French, American",High,https://www.tripadvisor.com/Restaurant_Review-g32859-d343288-Reviews-Bistro_45-Pasadena_California.html
Osteria Mamma,4.5,132,Italian,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d1973421-Reviews-Osteria_Mamma-Los_Angeles_California.html
Boa,4.5,122,"Steakhouse, American",High,https://www.tripadvisor.com/Restaurant_Review-g32655-d3497948-Reviews-Boa-Los_Angeles_California.html
NORMS Restaurant,4.5,171,"American, Diner",Cheap,https://www.tripadvisor.com/Restaurant_Review-g32655-d491629-Reviews-NORMS_Restaurant-Los_Angeles_California.html
Chiba Restaurant,4.5,74,"Japanese, Sushi",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d815337-Reviews-Chiba_Restaurant-Los_Angeles_California.html
Kang Hodong Baekjeong,4.5,153,"Barbecue, Asian",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d4796284-Reviews-Kang_Hodong_Baekjeong-Los_Angeles_California.html
Bob's Big Boy Burbank,4,782,"American, Diner",Cheap,https://www.tripadvisor.com/Restaurant_Review-g32123-d364895-Reviews-Bob_s_Big_Boy_Burbank-Burbank_California.html
Amarone Kitchen & Wine,4.5,144,"Italian, Mediterranean",Medium,https://www.tripadvisor.com/Restaurant_Review-g33252-d1015611-Reviews-Amarone_Kitchen_Wine-West_Hollywood_California.html
Loteria Grill,4,227,"Mexican, Latin",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d1141100-Reviews-Loteria_Grill-Los_Angeles_California.html
Patys Restaurant,4,143,"American, Cafe",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d378525-Reviews-Patys_Restaurant-Los_Angeles_California.html
Palermo Ristorante Italiano,4.5,133,"Italian, Pizza",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d360470-Reviews-Palermo_Ristorante_Italiano-Los_Angeles_California.html
Fratelli Cafe,4.5,80,"American, Cafe",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d1888078-Reviews-Fratelli_Cafe-Los_Angeles_California.html
Tsujita LA Artisan Noodle,4,175,"Japanese, Asian",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d3800202-Reviews-Tsujita_LA_Artisan_Noodle-Los_Angeles_California.html
Messhall,4,144,"American, Bar",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d3649044-Reviews-Messhall-Los_Angeles_California.html
CUT,4,578,"American, Steakhouse",High,https://www.tripadvisor.com/Restaurant_Review-g32070-d625294-Reviews-CUT-Beverly_Hills_California.html
Takami Sushi and Robata,4,202,"Japanese, Sushi",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d792772-Reviews-Takami_Sushi_and_Robata-Los_Angeles_California.html
Stella Barra Hollywood,4.5,95,"Italian, Pizza",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d5262761-Reviews-Stella_Barra_Hollywood-Los_Angeles_California.html
Vibrato Grill Jazz...etc.,4.5,141,American,High,https://www.tripadvisor.com/Restaurant_Review-g32655-d348216-Reviews-Vibrato_Grill_Jazz_etc-Los_Angeles_California.html
Cici's Cafe,4.5,117,"American, Cafe",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d1056585-Reviews-Cici_s_Cafe-Los_Angeles_California.html
Osawa Pasadena,4.5,82,"Japanese, Sushi",Medium,https://www.tripadvisor.com/Restaurant_Review-g32859-d4837350-Reviews-Osawa_Pasadena-Pasadena_California.html
Casablanca,4.5,96,"Mexican, Latin",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d2686175-Reviews-Casablanca-Los_Angeles_California.html
Wokcano - Downtown LA,4,187,"Japanese, Sushi",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d1315934-Reviews-Wokcano_Downtown_LA-Los_Angeles_California.html
Figaro Bistrot,4.5,174,"French, European",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d2250597-Reviews-Figaro_Bistrot-Los_Angeles_California.html
Bao Dim Sum House,4,156,"Chinese, Asian",Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d2390717-Reviews-Bao_Dim_Sum_House-Los_Angeles_California.html
Il Cielo,4.5,292,Italian,High,https://www.tripadvisor.com/Restaurant_Review-g32070-d348156-Reviews-Il_Cielo-Beverly_Hills_California.html
Real Food Daily - West Hollywood,4.5,131,,Medium,https://www.tripadvisor.com/Restaurant_Review-g32655-d350151-Reviews-Real_Food_Daily_West_Hollywood-Los_Angeles_California.html
